"Timestamp","AmountText","AmountCents","Line"
"2026-06-11T11:37:24.091+01:00","100.00","10000","2026-06-11T11:37:24.091+01:00 INFO  [GM2AU_aurumExecute] OneHand.AurumEGM - Cashless In: $100.00"
"2026-06-11T11:43:46.287+01:00","100.00","10000","2026-06-11T11:43:46.287+01:00 INFO  [GM2AU_aurumExecute] OneHand.AurumEGM - Cashless In: $100.00"
